id,fac1,fac2,fac3,fac4,score
1,-2.746259273,1.467854604,1.186819783,-0.412514233,0.95491839
2,-2.649490539,3.043382833,-0.737483036,3.177987936,1.172106415
3,-2.649121065,3.291010059,-0.096048765,0.686619084,0.769961132
4,-2.632931363,3.312677442,0.304847657,0.246965758,0.972988876
5,-2.632461123,3.476730479,-1.165105887,0.540067976,0.521323245
6,-2.632360357,3.835789958,-0.416765902,1.199547966,0.84782259
7,-2.6225189,1.786674658,-1.058200173,1.27282352,0.328816487
8,-2.621679185,1.845486125,-1.28270217,2.078854619,0.544536938
9,-2.621612008,1.093318424,-0.855641981,2.811610164,0.819986354
10,-2.621410476,3.250770635,-1.459096595,2.152130174,0.734675549
11,-2.620469996,3.188863828,-0.283133761,1.199547966,0.743695744
12,-2.617413434,2.981476026,-0.577124469,3.031436827,0.879777061
13,-2.617077548,3.560304668,0.481242082,0.320241312,1.117837996
14,-2.616943193,3.154815085,-0.871115176,1.492650184,0.919612725
15,-2.616842428,3.145529064,-1.095931603,2.445232392,0.64994764
16,-2.580264451,1.33165963,-1.459096595,4.05729459,0.23832035
17,-2.580062919,1.300706226,-1.255564565,1.565925738,0.325979421
18,-2.111401293,0.997362874,-0.577124469,-0.412514233,0.752110483
19,-0.947287868,4.002938336,1.186819783,-0.412514233,1.083596043
20,-0.943794654,3.746025088,1.186819783,-0.412514233,1.148874413
21,-0.9436603,4.315567709,1.186819783,-0.412514233,1.100662106
22,-0.934255494,2.074541309,0.598838365,-0.04613646,1.037700533
23,-0.933818842,1.622621621,-0.577124469,-0.412514233,0.818384282
24,-0.930963812,3.845075979,0.598838365,-0.04613646,1.043578859
25,-0.924581979,2.718372098,1.186819783,-0.412514233,0.975167612
26,-0.924514802,3.39006095,-1.165105887,-0.04613646,1.026405217
27,-0.921155943,2.801946287,0.598838365,-0.04613646,0.743564807
28,-0.892101811,3.702690323,1.186819783,-0.412514233,1.115921448
29,-0.873292199,3.956508231,1.186819783,-0.412514233,0.896981237
30,-0.852702392,0.67854282,1.186819783,-0.412514233,1.156006085
31,-0.852668803,0.694019521,0.598838365,-0.412514233,1.233137384
32,-0.852568038,0.687828841,1.186819783,-0.412514233,1.462664065
33,-0.852534449,0.687828841,0.598838365,0.027139094,1.265796334
34,-0.85226574,0.666161458,0.178851638,0.246965758,0.334253043
35,-0.852232152,0.669256799,0.01085695,-0.412514233,1.02311955
36,-0.852198563,0.690924181,-0.577124469,-0.412514233,1.021491445
37,-0.852097797,0.690924181,1.186819783,-0.412514233,1.442293578
38,-0.8517955,0.687828841,-0.466877953,3.3978146,1.279858316
39,-0.851761912,0.827119156,-1.711088629,6.035734561,0.491752539
40,-0.851694734,0.424724913,-1.859993017,5.302979016,0.478190631
41,-0.851593969,0.666161458,-0.170060412,0.686619084,1.178763104
42,-0.85156038,0.687828841,1.186819783,-0.412514233,1.343137228
43,-0.850653488,0.715686904,0.598838365,-0.412514233,1.138547502
44,-0.850485545,0.675447479,-0.224335618,0.246965758,0.920171404
45,-0.84749616,0.58877795,0.178851638,0.906445748,0.491234769
46,-0.847126686,0.690924181,1.186819783,-0.412514233,1.182798929
47,-0.847093097,0.384485488,-1.165105887,-0.04613646,0.591852468
48,-0.846958743,0.362818106,-0.441436451,0.027139094,1.003993926
49,-0.846857977,0.641398736,1.186819783,-0.412514233,1.218396812
50,-0.846757211,0.672352139,-0.577124469,-0.412514233,0.441041483
51,-0.846656446,0.415438892,-0.577124469,-0.04613646,0.863260795
52,-0.846488503,0.740449626,-1.267363524,3.544365709,1.028572412
53,-0.846454914,0.690924181,-0.577124469,-0.412514233,1.140718715
54,-0.846421325,0.706400883,0.430843676,-0.04613646,1.023331585
55,-0.84632056,0.6847335,0.682835711,0.320241312,1.137750841
56,-0.846085439,0.718782244,0.188360772,2.958161273,0.968530195
57,-0.846051851,0.697114862,0.262848984,0.906445748,1.018045974
58,-0.845715965,0.728068265,0.304847657,-0.412514233,1.096641997
59,-0.845312902,0.721877584,0.598838365,-0.412514233,0.450407737
60,-0.845010604,0.690924181,-0.577124469,-0.412514233,1.077598395
61,-0.844506776,0.687828841,-0.888408748,5.156427907,1.315013267
62,-0.844473187,0.687828841,0.664169635,0.833170193,1.054866623
63,-0.844137301,0.687828841,0.934827749,-0.412514233,1.469695056
64,-0.844002947,0.697114862,0.246049514,1.27282352,0.927326913
65,-0.843667061,0.700210202,1.186819783,-0.412514233,0.957167338
66,-0.843465529,0.687828841,0.74583372,-0.339238678,1.090021575
67,-0.843364763,0.703305542,1.186819783,-0.412514233,1.167397362
68,-0.842625814,0.687828841,-0.577124469,-0.412514233,0.879091861
69,-0.842357106,0.703305542,0.178851638,-0.04613646,1.091016033
70,-0.84225634,0.873549261,-1.165105887,-0.04613646,0.220696413
71,-0.842054808,0.697114862,1.186819783,-0.412514233,1.171570543
72,-0.841819688,0.759021668,1.186819783,-0.412514233,1.045213624
73,-0.838830304,0.703305542,0.771774076,-0.412514233,1.209059907
74,-0.818173319,0.663066118,-0.103871135,4.05729459,1.026670549
75,-0.79429183,2.334549897,1.186819783,-0.412514233,0.818126371
76,-0.793989533,2.495507594,0.304847657,-0.412514233,0.988938558
77,-0.78928713,-0.315061427,-1.333100576,0.686619084,-0.312185943
78,-0.782233526,0.486631719,1.186819783,-0.412514233,0.662609148
79,-0.77329896,1.192369315,0.682835711,-0.04613646,0.797063642
80,-0.770645462,0.833309836,1.186819783,-0.412514233,0.553912507
81,-0.77044393,0.96331413,0.481242082,-0.412514233,0.994345242
82,-0.770309576,0.944742088,0.598838365,-0.412514233,1.118978731
83,-0.770141633,1.046888319,0.178851638,0.246965758,0.755324546
84,-0.770007278,0.830214496,1.186819783,-0.412514233,0.702525325
85,-0.767555311,0.77140303,-0.577124469,-0.412514233,0.715857082
86,-0.767521722,0.926170046,0.682835711,-0.412514233,1.38225914
87,-0.767353779,0.86735858,1.186819783,-0.412514233,0.919797597
88,-0.72892843,-0.318156767,-2.341068721,-0.412514233,0.627758036
89,-0.701654493,3.303391421,1.186819783,-0.412514233,1.138319331
90,-0.692719928,0.675447479,0.866102646,-0.412514233,0.877557179
91,-0.662691726,0.192574388,0.682835711,-0.119412015,0.530555623
92,-0.662423018,-0.045766818,-1.459096595,0.246965758,0.217698387
93,-0.66094512,-0.113864305,1.186819783,-0.412514233,0.521927668
94,-0.656813723,-0.327442788,-2.341068721,-0.04613646,1.050246257
95,-0.656209128,-0.135531687,-0.577124469,-0.412514233,0.245876608
96,-0.65617554,-0.417207658,-2.341068721,-0.412514233,0.091792425
97,-0.655671711,-0.228391897,0.481242082,-0.04613646,0.522717154
98,-0.653118978,-0.308870746,-2.341068721,-0.412514233,0.735696664
99,-0.653085389,-0.358396191,0.01085695,-0.412514233,0.750424739
100,-0.6530518,-0.16338975,0.682835711,-0.412514233,0.774312956
101,-0.652715915,-0.197438494,1.186819783,-0.412514233,0.605511005
102,-0.652648737,-0.185057133,1.186819783,-0.412514233,0.64428103
103,-0.62181441,-0.172675771,0.01085695,-0.412514233,0.272375984
104,-0.621780821,-0.265535981,-1.165105887,-0.04613646,0.237396807
105,-0.621713644,-0.185057133,-1.165105887,-0.04613646,0.499539607
106,-0.621680055,-0.197438494,-0.577124469,-0.412514233,0.899086242
107,-0.621612878,-0.299584725,-1.165105887,-0.339238678,0.454651441
108,-0.621176227,0.183288367,-2.341068721,-0.412514233,1.217806086
109,-0.620504455,0.245195173,1.186819783,-0.412514233,1.246991881
110,-0.6203701,0.099714178,-0.058317334,0.393516867,1.245514632
111,-0.617145596,-0.144817708,-1.165105887,0.246965758,0.840448669
112,-0.617078418,-0.15719907,1.186819783,-0.412514233,1.097418177
113,-0.617011241,-0.141722368,-0.577124469,-0.412514233,0.804238857
114,-0.616977653,-0.330538128,-1.165105887,-0.04613646,1.050535941
115,-0.616944064,-0.086006242,-0.577124469,-0.412514233,0.66155872
116,-0.616843298,-0.225296557,-1.165105887,-0.04613646,0.595565468
117,-0.61680971,-0.240773259,1.186819783,-0.412514233,0.958872081
118,-0.616608178,-0.101482944,0.682835711,-0.265963124,0.92752211
119,-0.616238704,-0.166485091,0.598838365,-0.412514233,0.720606423
120,-0.616205115,-0.138627028,-1.165105887,-0.04613646,0.314653614
121,-0.616137938,-0.206724515,1.186819783,-0.412514233,0.632329901
122,-0.616037172,-0.268631322,-2.341068721,-0.412514233,0.432860973
123,-0.615969995,-0.191247813,1.186819783,-0.412514233,0.944344389
124,-0.488064636,-0.234582578,-0.047941193,0.540067976,0.974291473
125,-0.488031047,-0.488400485,0.304847657,0.246965758,0.641600631
126,-0.487997459,-0.277917343,1.186819783,-0.412514233,1.209221387
127,-0.487930282,-0.296489385,0.304847657,-0.04613646,1.030258156
128,-0.487527218,-0.373872893,1.186819783,-0.412514233,0.508750424
129,-0.48749363,-0.336728809,0.545385509,0.173690203,1.312179884
130,-0.487460041,-0.25624996,0.481242082,-0.339238678,0.9174221
131,-0.487426453,-0.274822002,-0.058317334,0.173690203,1.054381728
132,-0.487224921,-0.274822002,1.186819783,-0.412514233,1.054381728
133,-0.48702339,-0.429589019,-0.341931901,3.251263491,0.217228631
134,-0.484974485,-0.370777553,0.598838365,-0.04613646,0.780406891
135,-0.484907308,-0.25005928,0.726660412,0.466792421,0.816701076
136,-0.48487372,-0.330538128,1.186819783,-0.412514233,1.040397047
137,-0.484840131,-0.228391897,0.304847657,-0.412514233,0.961671534
138,-0.484806543,-0.284108023,1.186819783,-0.412514233,1.130198663
139,-0.484772954,-0.404826296,0.682835711,-0.119412015,1.170174865
140,-0.484672188,-0.274822002,1.186819783,-0.412514233,1.311699813
141,-0.484605011,-0.25005928,0.598838365,-0.339238678,1.022894119
142,-0.480775911,-0.246963939,1.186819783,-0.412514233,0.884511585
143,-0.480742323,-0.243868599,0.598838365,-0.412514233,0.835528716
144,-0.480708734,-0.243868599,0.682835711,0.320241312,1.008621551
145,-0.480675146,-0.404826296,0.934827749,-0.04613646,0.921434049
146,-0.480641557,-0.315061427,1.186819783,-0.412514233,0.860089186
147,-0.480607969,-0.132436347,0.481242082,0.246965758,0.761996796
148,-0.48057438,-0.274822002,1.186819783,-0.412514233,0.73273412
149,-0.480540791,-0.219105876,1.186819783,-0.412514233,0.903666849
150,-0.480507203,-0.092196923,0.545385509,-0.412514233,0.924841457
151,-0.478391121,-0.246963939,1.186819783,-0.412514233,0.622167756
152,-0.478357533,-0.188152473,-0.170060412,0.61334353,0.61050803
153,-0.478323944,-0.259345301,0.430843676,-0.412514233,0.908591453
154,-0.478290356,-0.268631322,1.186819783,-0.412514233,0.56648929
155,-0.477484229,-0.234582578,1.186819783,-0.412514233,0.890341447
156,-0.472714649,-0.225296557,-0.88125279,5.083152353,0.317090465
157,-0.464888507,-0.463637762,-0.577124469,-0.412514233,0.115418137
158,-0.460118927,-0.166485091,0.834030933,-0.412514233,1.156412565
159,-0.459950984,-0.141722368,0.74583372,-0.119412015,1.29932875
160,-0.459883807,-0.53483059,1.186819783,-0.412514233,-0.135714418
161,-0.45981663,-0.454351741,1.186819783,-0.412514233,0.764898881
162,-0.459682276,-0.265535981,1.186819783,-0.412514233,0.672693233
163,-0.459615098,-0.395540275,-0.577124469,-0.412514233,0.85536227
164,-0.459547921,-0.281012683,0.01085695,-0.412514233,1.03848855
165,-0.459514333,-0.324347448,-1.165105887,-0.412514233,0.744512765
166,-0.459480744,-0.287203364,-0.929913319,-0.119412015,1.392693004
167,-0.459447155,-0.216010536,1.186819783,-0.412514233,1.228253499
168,-0.449437755,-0.299584725,0.178851638,-0.04613646,0.879714863
169,-0.418704193,-0.315061427,-1.165105887,-0.412514233,0.481935919
170,-0.388944701,-0.454351741,-1.165105887,0.027139094,1.199123151
171,-0.388911112,-0.454351741,-1.165105887,0.540067976,0.161809617
172,-0.388877523,-0.395540275,-0.577124469,-0.412514233,0.345249268
173,-0.388843935,-0.454351741,-1.333100576,0.759894639,0.982011016
174,-0.388810346,-0.454351741,-0.577124469,0.246965758,0.69252817
175,-0.388743169,-0.454351741,-0.073140396,0.833170193,1.585100277
176,-0.38870958,-0.454351741,-1.165105887,-0.04613646,0.523663175
177,-0.388575226,-0.454351741,-0.577124469,-0.412514233,-0.007055374
178,-0.388205752,-0.454351741,-2.341068721,-0.412514233,0.885516733
179,-0.377289459,-0.454351741,-0.577124469,-0.339238678,1.343864574
180,-0.377222282,-0.423398338,-0.577124469,-0.412514233,0.545931087
181,-0.374871081,-0.544116611,-0.577124469,0.906445748,-1.068492476
182,-0.374736726,-0.544116611,-0.577124469,-0.412514233,-1.068492476
183,-0.37463596,-0.544116611,-0.577124469,-0.412514233,-1.068492476
184,-0.374535195,-0.544116611,-0.224335618,-0.04613646,-1.068492476
185,-0.256370527,-0.34911017,0.304847657,1.492650184,0.841481646
186,-0.243103034,-0.389349595,0.481242082,0.246965758,0.666474713
187,-0.243069445,-0.506972527,0.834030933,-0.412514233,1.26345267
188,-0.243035856,-0.522449229,-0.577124469,-0.412514233,1.330079675
189,-0.242834325,-0.482209804,-2.341068721,-0.339238678,0.890341447
190,-0.242800736,-0.53483059,1.186819783,-0.412514233,-0.135714418
191,-0.242733559,-0.500781846,-2.341068721,-0.04613646,0.930317649
192,-0.242666382,-0.513163208,-2.341068721,-0.412514233,0.890341447
193,-0.242565616,-0.516258548,-1.165105887,0.906445748,0.486137623
194,-0.224159068,-0.417207658,0.178851638,-0.412514233,0.637808852
195,-0.222210929,-0.380063574,1.186819783,-0.412514233,1.096256605
196,-0.17256699,-0.333633469,1.186819783,-0.412514233,0.783346317
197,-0.172533402,-0.417207658,1.186819783,-0.412514233,0.910817063
198,-0.172499813,-0.401730956,0.525340689,-0.339238678,0.817341424
199,-0.172466224,-0.513163208,1.186819783,-0.412514233,0.330674612
200,-0.172264693,-0.398635616,1.186819783,-0.412514233,1.193990474
201,-0.116171744,-0.53173525,0.430843676,0.100414649,1.7298417
202,-0.116104567,-0.525544569,-0.577124469,-0.339238678,0.797063642
203,-0.116070978,-0.528639909,-0.577124469,-0.412514233,0.050841194
204,-0.116003801,-0.541021271,-1.165105887,-0.412514233,1.7298417
205,-0.115936624,-0.541021271,-2.341068721,-0.412514233,1.7298417
206,-0.115869447,-0.525544569,-0.224335618,-0.192687569,1.26345267
207,-0.115768681,-0.541021271,-0.325132434,2.225405728,1.7298417
208,-0.106027989,-0.482209804,-0.577124469,-0.412514233,1.310091574
209,-0.085606125,-0.541021271,-0.647682239,3.3978146,1.7298417
210,-0.075865433,-0.497686506,1.186819783,-0.412514233,1.170174865
211,-0.03609654,-0.516258548,1.186819783,-0.412514233,-0.446640438
212,-0.034316345,-0.525544569,-0.356631437,0.246965758,1.26345267
213,0.001992923,-0.544116611,1.186819783,-0.412514233,-1.068492476
214,0.022146078,-0.544116611,-1.165105887,0.100414649,-1.068492476
215,0.022213256,-0.544116611,-2.341068721,-0.412514233,-1.068492476
216,0.022246844,-0.544116611,-2.341068721,-0.412514233,-1.068492476
217,0.029669923,-0.544116611,-0.577124469,-0.412514233,-1.068492476
218,0.0297371,-0.544116611,-2.341068721,-0.412514233,-1.068492476
219,0.029837866,-0.544116611,-0.577124469,-0.412514233,-1.068492476
220,0.029871455,-0.544116611,-0.577124469,-0.339238678,-1.068492476
221,0.030005809,-0.544116611,-2.341068721,-0.412514233,-1.068492476
222,0.030173752,-0.544116611,-1.316843025,6.548663442,-1.068492476
223,0.032088302,-0.506972527,0.01085695,-0.265963124,1.030258156
224,0.048916186,-0.544116611,1.186819783,-0.412514233,-1.068492476
225,0.107662634,-0.544116611,-2.341068721,0.027139094,-1.068492476
226,0.172925268,-0.544116611,0.598838365,-0.04613646,-1.068492476
227,0.174537521,-0.544116611,-0.96059061,3.544365709,-1.068492476
228,0.174571109,-0.544116611,-0.577124469,-0.04613646,-1.068492476
229,0.174604698,-0.544116611,-0.577124469,-0.04613646,-1.068492476
230,0.174671875,-0.544116611,-0.577124469,0.61334353,-1.068492476
231,0.177694849,-0.544116611,1.186819783,-0.412514233,-1.068492476
232,0.615790856,-0.544116611,-2.341068721,-0.412514233,-1.068492476
233,0.707991541,-0.544116611,0.682835711,-0.412514233,-1.068492476
234,0.708092307,-0.544116611,1.186819783,-0.412514233,-1.068492476
235,0.708293838,-0.544116611,0.598838365,-0.412514233,-1.068492476
236,0.708394604,-0.544116611,1.186819783,-0.412514233,-1.068492476
237,0.708864844,-0.544116611,1.186819783,-0.412514233,-1.068492476
238,0.71541462,-0.544116611,1.186819783,-0.412514233,-1.068492476
239,0.728514171,-0.544116611,0.598838365,-0.04613646,-1.068492476
240,0.729790537,-0.544116611,0.01085695,-0.412514233,-1.068492476
241,0.73808692,-0.544116611,1.186819783,-0.412514233,-1.068492476
242,0.804222857,-0.544116611,-0.577124469,-0.412514233,-1.068492476
243,0.804558743,-0.544116611,0.481242082,-0.412514233,-1.068492476
244,0.804592332,-0.544116611,-0.112928614,-0.192687569,-1.068492476
245,0.804625921,-0.544116611,-0.224335618,-0.265963124,-1.068492476
246,0.804693098,-0.544116611,0.682835711,-0.412514233,-1.068492476
247,0.804760275,-0.544116611,0.481242082,-0.265963124,-1.068492476
248,0.804793864,-0.544116611,0.598838365,-0.412514233,-1.068492476
249,0.804827452,-0.544116611,0.682835711,-0.339238678,-1.068492476
250,0.804894629,-0.544116611,0.481242082,-0.192687569,-1.068492476
251,0.839625234,-0.544116611,1.186819783,-0.412514233,-1.068492476
252,0.839658822,-0.544116611,-0.185136858,0.906445748,-1.068492476
253,0.839692411,-0.544116611,-0.400730044,0.246965758,-1.068492476
254,0.839759588,-0.544116611,-1.106307744,2.225405728,-1.068492476
255,0.839793177,-0.544116611,1.186819783,-0.412514233,-1.068492476
256,0.839826765,-0.544116611,1.186819783,-0.412514233,-1.068492476
257,0.939215409,-0.544116611,1.186819783,-0.412514233,-1.068492476
258,0.947041551,-0.544116611,0.01085695,-0.412514233,-1.068492476
259,0.94707514,-0.544116611,1.186819783,-0.412514233,-1.068492476
260,0.947108728,-0.544116611,-0.577124469,-0.119412015,-1.068492476
261,0.947142317,-0.544116611,-0.577124469,-0.412514233,-1.068492476
262,0.947175906,-0.544116611,1.186819783,-0.412514233,-1.068492476
263,0.948821747,-0.544116611,0.866102646,-0.412514233,-1.068492476
264,0.949124044,-0.544116611,1.186819783,-0.412514233,-1.068492476
265,0.949157632,-0.544116611,1.186819783,-0.412514233,-1.068492476
266,0.94922481,-0.544116611,0.481242082,-0.412514233,-1.068492476
267,0.949325575,-0.544116611,0.128453232,-0.119412015,-1.068492476
268,0.949392753,-0.544116611,1.186819783,-0.412514233,-1.068492476
269,0.949426341,-0.544116611,1.186819783,-0.412514233,-1.068492476
270,0.949493518,-0.544116611,0.74583372,-0.265963124,-1.068492476
271,0.949527107,-0.544116611,0.451843013,-0.412514233,-1.068492476
272,0.949795816,-0.544116611,1.186819783,-0.412514233,-1.068492476
273,0.950098113,-0.544116611,1.186819783,-0.412514233,-1.068492476
274,0.950299645,-0.544116611,0.682835711,-0.412514233,-1.068492476
275,0.950333233,-0.544116611,1.186819783,-0.412514233,-1.068492476
276,0.95040041,-0.544116611,0.481242082,-0.412514233,-1.068492476
277,0.950433999,-0.544116611,0.304847657,-0.412514233,-1.068492476
278,0.950501176,-0.544116611,0.01085695,-0.412514233,-1.068492476
279,0.950534765,-0.544116611,0.456911816,-0.412514233,-1.068492476
280,0.950635531,-0.544116611,1.186819783,-0.412514233,-1.068492476
281,0.950669119,-0.544116611,1.186819783,-0.412514233,-1.068492476
282,0.951005005,-0.544116611,1.186819783,-0.412514233,-1.068492476
283,0.951038594,-0.544116611,0.402844561,0.100414649,-1.068492476
284,0.951172948,-0.544116611,0.598838365,-0.339238678,-1.068492476
285,0.95637918,-0.544116611,1.186819783,-0.412514233,-1.068492476
286,0.956412768,-0.544116611,-0.577124469,-0.412514233,-1.068492476
287,0.956479946,-0.544116611,0.598838365,-0.412514233,-1.068492476
288,0.956513534,-0.544116611,0.481242082,-0.339238678,-1.068492476
289,0.95684942,-0.544116611,0.481242082,-0.412514233,-1.068492476
290,0.964037379,-0.544116611,0.598838365,-0.412514233,-1.068492476
291,0.975020848,-0.544116611,0.934827749,-0.412514233,-1.068492476
292,0.986474558,-0.544116611,0.834030933,-0.412514233,-1.068492476
293,0.990941841,-0.544116611,0.430843676,-0.412514233,-1.068492476
294,0.998029034,-0.544116611,0.178851638,-0.04613646,-1.068492476
295,1.014050792,-0.544116611,1.186819783,-0.412514233,-1.068492476
296,1.014084381,-0.544116611,-0.577124469,-0.119412015,-1.068492476
297,1.014151558,-0.544116611,-0.577124469,-0.265963124,-1.068492476
298,1.014185147,-0.544116611,-0.829116503,0.540067976,-1.068492476
299,1.014218735,-0.544116611,-0.577124469,-0.265963124,-1.068492476
300,1.014252324,-0.544116611,-0.325132434,0.246965758,-1.068492476
301,1.014285913,-0.544116611,-1.165105887,-0.339238678,-1.068492476
302,1.014319501,-0.544116611,0.01085695,-0.192687569,-1.068492476
303,1.01435309,-0.544116611,-0.325132434,0.320241312,-1.068492476
304,1.014386678,-0.544116611,0.304847657,-0.265963124,-1.068492476
305,1.014420267,-0.544116611,-0.577124469,-0.412514233,-1.068492476
306,1.014453856,-0.544116611,0.01085695,-0.412514233,-1.068492476
307,1.014554621,-0.544116611,-1.165105887,-0.412514233,-1.068492476
308,1.014655387,-0.544116611,-1.165105887,0.540067976,-1.068492476
309,1.014856919,-0.544116611,0.01085695,-0.04613646,-1.068492476
310,1.015259982,-0.544116611,-0.577124469,-0.265963124,-1.068492476
311,1.01529357,-0.544116611,0.01085695,-0.412514233,-1.068492476
312,1.015327159,-0.544116611,-0.577124469,-0.119412015,-1.068492476
313,1.015394336,-0.544116611,-1.165105887,-0.412514233,-1.068492476
314,1.043004159,-0.544116611,-0.577124469,-0.412514233,-1.068492476
315,1.043877462,-0.544116611,-2.341068721,-0.412514233,-1.068492476
316,1.054860932,-0.544116611,-0.577124469,-0.412514233,-1.068492476
317,1.185621321,-0.544116611,-1.459096595,0.027139094,-1.068492476
318,1.186091561,-0.544116611,1.186819783,-0.412514233,-1.068492476
319,1.188442763,-0.544116611,0.01085695,-0.04613646,-1.068492476
320,1.196403259,-0.544116611,1.186819783,-0.412514233,-1.068492476
321,1.226397872,-0.544116611,0.481242082,-0.192687569,-1.068492476
322,1.22643146,-0.544116611,-0.577124469,-0.412514233,-1.068492476
323,1.227942947,-0.544116611,1.186819783,-0.412514233,-1.068492476
324,1.229454434,-0.544116611,-0.577124469,-0.412514233,-1.068492476
325,1.230999509,-0.544116611,1.186819783,-0.412514233,-1.068492476
326,1.308723511,-0.544116611,-1.165105887,-0.412514233,-1.068492476
327,1.3087571,-0.544116611,-0.136138406,-0.412514233,-1.068492476
328,1.308790688,-0.544116611,-0.577124469,-0.265963124,-1.068492476
329,1.308824277,-0.544116611,1.186819783,-0.412514233,-1.068492476
330,1.308925043,-0.544116611,0.598838365,-0.412514233,-1.068492476
331,1.308958631,-0.544116611,1.186819783,-0.412514233,-1.068492476
332,1.30899222,-0.544116611,1.186819783,-0.412514233,-1.068492476
333,1.309092986,-0.544116611,-0.577124469,-0.339238678,-1.068492476
334,1.30922734,-0.544116611,-0.577124469,-0.412514233,-1.068492476
335,1.309764758,-0.544116611,-1.165105887,-0.412514233,-1.068492476
336,1.309865523,-0.544116611,0.01085695,-0.412514233,-1.068492476
337,1.310134232,-0.544116611,-0.577124469,-0.412514233,-1.068492476
338,1.310167821,-0.544116611,-0.577124469,-0.119412015,-1.068492476
339,1.313123617,-0.544116611,-0.577124469,-0.412514233,-1.068492476
340,1.313190794,-0.544116611,-1.165105887,-0.265963124,-1.068492476
341,1.313224383,-0.544116611,-0.577124469,-0.339238678,-1.068492476
342,1.313560268,-0.544116611,0.682835711,-0.339238678,-1.068492476
343,1.313694623,-0.544116611,-0.577124469,-0.265963124,-1.068492476
344,1.313862566,-0.544116611,-0.577124469,-0.412514233,-1.068492476
345,1.314164863,-0.544116611,1.186819783,-0.412514233,-1.068492476
346,1.31423204,-0.544116611,1.186819783,-0.412514233,-1.068492476
347,1.314265629,-0.544116611,-0.829116503,-0.412514233,-1.068492476
348,1.314299217,-0.544116611,0.01085695,-0.412514233,-1.068492476
349,1.314332806,-0.544116611,0.01085695,-0.412514233,-1.068492476
350,1.314735869,-0.544116611,-1.165105887,-0.412514233,-1.068492476
351,1.315541995,-0.544116611,-0.577124469,-0.412514233,-1.068492476
352,1.315609173,-0.544116611,-1.165105887,-0.412514233,-1.068492476
353,1.31567635,-0.544116611,-0.577124469,-0.412514233,-1.068492476
354,1.315743527,-0.544116611,0.01085695,-0.265963124,-1.068492476
355,1.315810704,-0.544116611,0.01085695,-0.412514233,-1.068492476
356,1.315844293,-0.544116611,0.178851638,-0.339238678,-1.068492476
357,1.315877881,-0.544116611,-1.165105887,-0.265963124,-1.068492476
358,1.31591147,-0.544116611,1.186819783,-0.412514233,-1.068492476
359,1.315945058,-0.544116611,1.186819783,-0.412514233,-1.068492476
360,1.316012236,-0.544116611,-1.165105887,-0.265963124,-1.068492476
361,1.316079413,-0.544116611,0.01085695,-0.412514233,-1.068492476
362,1.316247356,-0.544116611,-1.165105887,-0.339238678,-1.068492476
363,1.327667477,-0.544116611,-0.325132434,-0.412514233,-1.068492476
364,1.327734654,-0.544116611,-2.341068721,-0.412514233,-1.068492476
365,1.327869009,-0.544116611,0.01085695,-0.412514233,-1.068492476
366,1.340397554,-0.544116611,1.186819783,-0.412514233,-1.068492476
367,1.340464731,-0.544116611,-1.165105887,-0.04613646,-1.068492476
368,1.340531908,-0.544116611,-0.577124469,-0.339238678,-1.068492476
369,1.340565497,-0.544116611,-1.165105887,-0.412514233,-1.068492476
370,1.340666262,-0.544116611,-1.165105887,0.100414649,-1.068492476
371,1.340699851,-0.544116611,-0.577124469,-0.412514233,-1.068492476
372,1.340733439,-0.544116611,-0.577124469,-0.412514233,-1.068492476
373,1.340800617,-0.544116611,-0.577124469,-0.412514233,-1.068492476
374,1.340834205,-0.544116611,-0.577124469,-0.04613646,-1.068492476
375,1.340867794,-0.544116611,-0.577124469,-0.412514233,-1.068492476
376,1.340901382,-0.544116611,-2.341068721,-0.412514233,-1.068492476
377,1.34096856,-0.544116611,-0.577124469,-0.412514233,-1.068492476
378,1.341002148,-0.544116611,-0.929913319,-0.412514233,-1.068492476
